image,brand,website,model,room_size,dust_cadr,pollen_cadr,tobacco_smoke_cadr,energy_star,meets_ozone_limits,voltage_frequency,dimensions,weight
http://www.ahamdir.com./place_holder.gif,Sharp,"",KC-830U,124 sq feet,92,130,80,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Sharp,"",KC-850U,254 sq feet,164,174,164,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Sharp,"",KC-860U,341 sq feet,231,245,220,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Sharp,"",FP-A28U,120 sq feet,91,100,77,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Sharp,"",FP-A80U,454 sq feet,303,360,293,Yes,yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Sharp,"",FP-A60U,341 sq feet,232,238,220,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EL500A,405 sq feet,262,253,261,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EL500AX,405 sq feet,262,253,261,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EL500AZ,405 sq feet,262,253,261,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,ELAP15D7PW,150 sq feet,98,103,98,Yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,ELAP30D7PW,300 sq feet,197,214,197,Yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,ELAP40D8PW,450 sq feet,298,343,291,Yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,ELAP45D8PW,450 sq feet,298,343,291,Yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EAP300-U,300 sq feet,197,214,197,No,No,240 V 50 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EAP300,300 sq feet,197,214,197,No,No,220 V 50 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Electrolux,http://www.electrolux.com,EAP450,450 sq feet,298,343,291,No,No,220 V 50 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Riccar,"",RAPL,284 sq feet,182,194,183,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Riccar,"",RAPM,180 sq feet,126,138,117,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Simplicity,"",HHPL,284 sq feet,182,194,183,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Simplicity,"",HHPM,180 sq feet,126,138,117,No,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,5300,350 sq feet,248,251,235,Yes,Yes,115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,5500,350 sq feet,248,251,235,Yes,Yes,115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,9300,213 sq feet,142,145,138,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,9500,284 sq feet,182,194,183,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,6300,350 sq feet,248,251,235,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACU150,150 sq feet,98,103,98,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACP150,150 sq feet,98,103,98,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACP300,300 sq feet,197,214,197,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACU300,300 sq feet,197,214,197,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACP450,450 sq feet,298,343,291,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,WACU450,450 sq feet,298,343,291,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,B451,450 sq feet,298,343,291,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Winix,http://www.winixinc.com,B151,150 sq feet,98,103,98,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,http://www.winixinc.com,AP-230PH,230 sq feet,165,164,150,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,http://www.winixinc.com,AP-300PH,321 sq feet,216,206,207,Yes,"",115 V 60 Hz,"",""
http://www.ahamdir.com/aham_cm/dnl/AP-1005AH.JPG?uuid=UploadedFile.133486&amp;rand=2157,Coway,http://www.coway.com,AP-1005AH,239 sq feet,168,178,154,No,"",115 V 60 Hz,"",""
http://www.ahamdir.com/aham_cm/dnl/AP-1503CHE.JPG?uuid=UploadedFile.133487&amp;rand=1829,Coway,http://www.coway.com,AP-1503CHE,332 sq feet,226,283,214,No,"",115 V 60 Hz,"",""
http://www.ahamdir.com/aham_cm/dnl/AP-3008FH.JPG?uuid=UploadedFile.133488&amp;rand=5067,Coway,http://www.coway.com,AP-3008FH,698 sq feet,>   400,>   450,>   450,No,"",115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,APM-1010DH,229 sq feet,165,196,147,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,APM-1510FH,339 sq feet,237,237,219,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,AP-1012GH,256 sq feet,176,162,165,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,AP-0510IH,181 sq feet,140,164,117,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,AP-1511FHE,352 sq feet,234,256,227,No,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,AP-0512NH,155 sq feet,110,110,100,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Coway,http://www.coway.com,AP-1512HH,361 sq feet,246,240,233,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Maytag,http://www.whirlpoolairpurifiers.com,MAPG32507W,323 sq feet,217,233,208,yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Maytag,http://www.whirlpoolairpurifiers.com,MAPG34508W,496 sq feet,328,385,320,yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Maytag,http://www.whirlpoolairpurifiers.com,MAPG45120Y,453 sq feet,305,337,292,yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Maytag,http://www.whirlpoolairpurifiers.com,MAPG45220Y,453 sq feet,305,337,292,yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Maytag,http://www.whirlpoolairpurifiers.com,MAPG25220Y,270 sq feet,187,191,174,yes,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Aerus,www.blueair.com,F179A,130 sq feet,103,101,82,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,cado,www.eclair.co.jp,AP-C100,101 sq feet,81,82,65,No,No,100 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,cado,www.eclair.co.jp,AP-C700,>  695 sq feet,>   400,>   450,>   450,No,No,100 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,cado,www.eclair.co.jp,AP-C500,476 sq feet,392,372,307,No,No,100 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,cado,www.eclair.co.jp,AP-C300,273 sq feet,203,170,176,No,No,100 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Ionic Comfort Plus,www.laskoproducts.com,A551,263 sq feet,193,200,170,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Ionic Comfort Plus,www.laskoproducts.com,A501,132 sq feet,100,100,85,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Ionic Comfort Plus,www.laskoproducts.com,A502,132 sq feet,100,100,85,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Ionic Comfort Plus,www.laskoproducts.com,A552,263 sq feet,193,200,170,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Kenmore,www.sears.com,250,315 sq feet,203,228,203,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Kenmore,www.sears.com,103.88500310,315 sq feet,203,228,203,Yes,No,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 100,100 sq feet,65,75,68,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax DX5 (Japan),80 sq feet,51,58,53,No,"",100 V 50 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 300,300 sq feet,196,188,191,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 290,300 sq feet,196,188,191,No,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax DX95,300 sq feet,196,188,191,No,"",120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 90,100 sq feet,65,75,68,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax DX5,100 sq feet,65,75,68,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 200,200 sq feet,129,124,126,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax 190,200 sq feet,129,124,126,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Fellowes,www.fellowes.com,AeraMax DX55,200 sq feet,129,124,126,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Friedrich,http://www.friedrich.com/,AP260,260 sq feet,175,176,168,Yes,Yes,115 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Air Tamer,www.laskoproducts.com,A551FZ,263 sq feet,193,200,170,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Hisense,"",KJFA420N,330 sq feet,240,270,215,No,"",220 V 50 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Febreze,www.kaz.com,FHT180WSMD1,85 sq feet,79,73,55,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Febreze,www.kaz.com,FHT180V,85 sq feet,79,73,55,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Febreze,www.kaz.com,FHT180W,85 sq feet,79,73,55,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Febreze,www.kaz.com,FHT180WC,85 sq feet,79,73,55,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Febreze,www.kaz.com,FHT180WHS,85 sq feet,79,73,55,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Idylis,www.lgsourcing.com,561212,310 sq feet,240,260,200,Yes,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Idylis,www.lgsourcing.com,560732,78 sq feet,45,50,50,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Idylis,www.lgsourcing.com,561211,233 sq feet,160,180,150,No,Yes,120 V 60 Hz,"",""
http://www.ahamdir.com./place_holder.gif,Idylis,www.lgsourcing.com,561196,155 sq feet,130,150,100,No,Yes,120 V 60 Hz,"",""
